,Values
NAV,"34,470.83"
Open Price,"33,570.00"
Bid / Ask / Spread,"0.00 / 37,095.00 / 0.00%"
Volume / Avg,"73,447.0 / 50,931.8"
Day Range,"33,495.00 – 33,740.00"
Year Range,"27,400.00 – 35,610.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.360%
Total Assets,104.3 Bil
