,Values
NAV,"34,332.02"
Open Price,"33,935.00"
Bid / Ask / Spread,"33,830.00 / 37,210.00 / 9.52%"
Volume / Avg,"120,959.0 / 47,109.9"
Day Range,"33,830.00 – 33,960.00"
Year Range,"27,400.00 – 35,610.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.360%
Total Assets,108.1 Bil
