,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,10.60,15.17,16.54,-0.85,35.17
Fund (NAV),—,—,—,—,—,—,10.73,14.70,16.24,-0.37,39.45
+/ Category (NAV),—,—,—,—,—,—,19.97,0.71,-18.40,13.07,23.30
+/- Index (Price),—,—,—,—,—,—,8.53,2.45,-24.36,6.52,16.32
Percentile Rank,—,—,—,—,—,—,1,38,100,6,4
# of Funds in Category,—,—,—,—,—,26,26,25,58,243,370
