,Values
NAV,"24,389.97"
Open Price,"24,085.00"
Bid / Ask / Spread,"24,250.00 / 0.00 / 0.00%"
Volume / Avg,"1,960.0 / 1,766.5"
Day Range,"24,085.00 – 24,405.00"
Year Range,"16,415.00 – 24,930.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.380%
Total Assets,11.5 Bil
