,Fund,Cat. Average,Index
Price/Earnings ,20.19,17.17,20.64
Price/Book ,6.79,2.04,3.84
Price/Sales ,4.21,1.37,2.36
Price/Cash Flow ,13.16,7.78,11.93
Dividend Yield % ,1.50,1.69,1.48
Long-Term Earnings % ,11.78,8.11,10.45
Historical Earnings % ,18.23,12.12,18.19
Sales Growth % ,10.21,7.65,8.61
Cash-Flow Growth % ,19.65,13.49,16.51
Book-Value Growth % ,2.26,7.62,8.68
