,Values
NAV,"24,176.80"
Open Price,"23,965.00"
Bid / Ask / Spread,"0.00 / 24,020.00 / 0.00%"
Volume / Avg,"685.0 / 1,825.2"
Day Range,"23,845.00 – 24,025.00"
Year Range,"16,415.00 – 24,930.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.380%
Total Assets,11.4 Bil
