,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-3.05,-3.21,-2.85,4.53,35.17,13.21,21.10,18.13,—,—,—
Total Return % (NAV),1.66,2.76,1.20,10.31,39.45,16.73,22.29,18.85,—,—,18.80
+/- Category (NAV),0.61,0.82,3.92,10.00,23.30,18.46,15.69,16.82,—,—,—
+/- Index (NAV),2.15,5.98,7.14,10.74,20.59,14.94,5.94,5.91,—,—,—
