,Values
NAV,"11,647.29"
Open Price,"11,420.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"4,695.0 / 4,440.2"
Day Range,"11,310.00 – 11,420.00"
Year Range,"8,720.00 – 11,915.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.800%
Total Assets,5.8 Bil
