,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-2.65,-2.86,-1.72,1.88,24.26,—,—,—,—,—,—
Total Return % (NAV),0.55,0.81,1.60,6.09,27.51,—,—,—,—,—,16.47
+/- Category (NAV),-0.44,-0.73,2.78,2.54,8.00,—,—,—,—,—,—
+/- Index (NAV),0.34,4.00,7.04,6.02,12.36,—,—,—,—,—,—
