,Values
NAV,"11,647.29"
Open Price,"11,665.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"9,247.0 / 4,410.4"
Day Range,"11,575.00 – 11,710.00"
Year Range,"8,720.00 – 11,915.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.800%
Total Assets,5.8 Bil
