,Values
Sustainability Rate,Low
Percent Rank in Global Category,93%
Historical Sustainability Score,47.49
Global Category,UK Equity Large Cap
Portfolio ESG,54.48
Controversy Deduction,6.94
Sustainability Score,47.54
Sustainability Mandate,No
