,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-18.08
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-18.13
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,-8.39
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-2.58
Percentile Rank,—,—,—,—,—,—,—,—,—,—,86
# of Funds in Category,—,—,—,—,—,—,—,—,—,369,476
