Sectors,Fund %,Category %
Basic Materials,7.89,9.15
Consumer Cyclical,11.51,17.36
Financial Services,0.95,6.02
Real Estate,0.00,1.52
Communication Services,0.63,0.59
Energy,0.00,0.85
Industrials,13.82,14.91
Technology,29.57,23.36
Consumer Defensive,7.17,7.26
Healthcare,28.46,18.74
Utilities,0.00,0.24
