,Values
Sustainability Rate,Low
Percent Rank in Global Category,99%
Historical Sustainability Score,35.49
Global Category,Korea Equity
Portfolio ESG,36.24
Controversy Deduction,0.67
Sustainability Score,35.57
Sustainability Mandate,No
