,Values
Sustainability Rate,Average
Percent Rank in Global Category,35%
Historical Sustainability Score,42.02
Global Category,Korea Equity
Portfolio ESG,49.99
Controversy Deduction,8.01
Sustainability Score,41.98
Sustainability Mandate,No
