,Values
NAV,"8,133.87"
Open Price,"8,075.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"51,117.0 / 7,025.7"
Day Range,"8,035.00 – 8,105.00"
Year Range,"8,035.00 – 9,580.00"
SEC Yield ,—
12-Month Yield ,2.10%
Premium ,—
Expense Ratio,0.370%
Total Assets,9.8 Bil
