,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.04,-0.98,-7.65,-5.82,-4.24,-10.58,—,—,—,—,—
Total Return % (NAV),-0.06,-1.32,-6.70,-5.86,-3.09,-10.74,—,—,—,—,-13.48
+/- Category (NAV),-0.11,-1.14,0.33,2.10,1.68,2.99,—,—,—,—,—
+/- Index (NAV),-0.37,-0.69,-0.75,-1.39,-3.75,-0.35,—,—,—,—,—
