,Values
NAV,"8,133.87"
Open Price,"8,140.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"94.0 / 6,745.3"
Day Range,"8,110.00 – 8,170.00"
Year Range,"8,080.00 – 9,580.00"
SEC Yield ,—
12-Month Yield ,2.10%
Premium ,—
Expense Ratio,0.370%
Total Assets,9.8 Bil
