Sectors,Fund %,Category %
Basic Materials,6.52,8.70
Consumer Cyclical,13.07,13.65
Financial Services,15.61,11.56
Real Estate,0.00,0.29
Communication Services,3.97,2.34
Energy,3.08,1.96
Industrials,7.67,10.46
Technology,36.86,38.20
Consumer Defensive,8.13,6.64
Healthcare,3.18,4.97
Utilities,1.92,1.23
