,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,—,—,-4.24
Fund (NAV),—,—,—,—,—,—,—,—,—,—,-3.09
+/ Category (NAV),—,—,—,—,—,—,—,—,—,—,1.68
+/- Index (Price),—,—,—,—,—,—,—,—,—,—,-4.91
Percentile Rank,—,—,—,—,—,—,—,—,—,—,36
# of Funds in Category,—,—,—,—,—,—,—,—,—,"2,015","2,325"
