,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),1.34,-4.25,18.06,29.55,34.05,37.61,—,—,—,—,—
Total Return % (NAV),-0.13,-4.81,16.37,31.01,31.88,40.37,—,—,—,—,46.35
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
