,Values
NAV,"17,033.30"
Open Price,"17,205.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"556.0 / 1,619.4"
Day Range,"17,035.00 – 17,280.00"
Year Range,"10,795.00 – 18,485.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.120%
Total Assets,13.6 Bil
