,Values
NAV,"45,571.18"
Open Price,"45,355.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,15.0 / 130.8
Day Range,"45,355.00 – 45,355.00"
Year Range,"45,355.00 – 49,600.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.100%
Total Assets,7.3 Bil
