,Values
NAV,"45,571.18"
Open Price,"45,620.00"
Bid / Ask / Spread,"45,565.00 / 45,595.00 / 0.07%"
Volume / Avg,10.0 / 130.7
Day Range,"45,620.00 – 45,620.00"
Year Range,"45,485.00 – 49,600.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.100%
Total Assets,7.3 Bil
