,Fund,Cat. Average,Index
Price/Earnings ,4.25,11.02,12.13
Price/Book ,0.52,0.84,0.86
Price/Sales ,0.20,0.53,0.65
Price/Cash Flow ,1.91,3.46,3.66
Dividend Yield % ,2.83,3.08,3.48
Long-Term Earnings % ,8.75,10.07,3.69
Historical Earnings % ,1.53,15.26,14.88
Sales Growth % ,4.27,11.25,4.89
Cash-Flow Growth % ,-5.81,16.83,15.05
Book-Value Growth % ,-0.09,10.86,8.56
