,Values
NAV,"8,287.33"
Open Price,"8,245.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"39.0 / 12,999.6"
Day Range,"8,230.00 – 8,275.00"
Year Range,"8,205.00 – 10,490.00"
SEC Yield ,—
12-Month Yield ,2.15%
Premium ,—
Expense Ratio,0.420%
Total Assets,5.8 Bil
