,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,12.62,12.13,-14.43,-11.01
Fund (NAV),—,—,—,—,—,—,—,12.46,12.29,-14.43,-10.72
+/ Category (NAV),—,—,—,—,—,—,—,11.77,-10.18,2.25,-5.94
+/- Index (Price),—,—,—,—,—,—,—,-1.21,-20.10,3.21,-11.67
Percentile Rank,—,—,—,—,—,—,—,2,95,20,93
# of Funds in Category,—,—,—,—,—,—,"2,103","2,012","2,058","2,015","2,325"
