,Values
Sustainability Rate,Below Average
Percent Rank in Global Category,68%
Historical Sustainability Score,40.50
Global Category,Korea Equity
Portfolio ESG,45.16
Controversy Deduction,4.48
Sustainability Score,40.68
Sustainability Mandate,No
