,Fund,Cat. Average,Index
Price/Earnings ,11.88,12.75,13.61
Price/Book ,0.76,1.47,1.46
Price/Sales ,0.57,1.00,0.81
Price/Cash Flow ,1.76,4.78,6.25
Dividend Yield % ,1.51,4.09,4.05
Long-Term Earnings % ,16.91,10.01,9.80
Historical Earnings % ,12.66,24.03,17.07
Sales Growth % ,7.44,9.98,6.69
Cash-Flow Growth % ,35.78,22.08,12.68
Book-Value Growth % ,0.07,3.87,4.43
