Sectors,Fund %,Category %
Basic Materials,0.41,69.29
Consumer Cyclical,0.00,0.06
Financial Services,0.00,1.07
Real Estate,0.00,0.03
Communication Services,0.00,0.00
Energy,99.59,28.03
Industrials,0.00,0.86
Technology,0.00,0.00
Consumer Defensive,0.00,0.54
Healthcare,0.00,0.00
Utilities,0.00,0.11
