,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,35.26,-11.88,-29.03,-18.40
Fund (NAV),—,—,—,—,—,—,—,35.17,-11.34,-28.87,-18.83
+/ Category (NAV),—,—,—,—,—,—,—,-4.95,-23.71,-15.85,-24.16
+/- Index (Price),—,—,—,—,—,—,—,3.63,-30.77,-20.17,-25.11
Percentile Rank,—,—,—,—,—,—,—,73,100,100,100
# of Funds in Category,—,—,—,—,—,—,55,54,63,88,90
