,Values
NAV,"4,153.74"
Open Price,"4,315.00"
Bid / Ask / Spread,"4,000.00 / 0.00 / 0.00%"
Volume / Avg,"5,161.0 / 7,581.1"
Day Range,"4,135.00 – 4,315.00"
Year Range,"4,135.00 – 8,645.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.370%
Total Assets,5.8 Bil
