,Values
NAV,"4,183.17"
Open Price,"4,205.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"5,591.0 / 7,576.5"
Day Range,"4,170.00 – 4,205.00"
Year Range,"4,155.00 – 8,645.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.370%
Total Assets,5.8 Bil
