,Values
NAV,"4,153.74"
Open Price,"4,060.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"15,057.0 / 7,778.5"
Day Range,"3,970.00 – 4,125.00"
Year Range,"3,970.00 – 8,645.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.370%
Total Assets,5.8 Bil
