,Values
NAV,"15,056.33"
Open Price,"15,275.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,654.0 / 6,159.4"
Day Range,"15,000.00 – 15,275.00"
Year Range,"13,475.00 – 25,105.00"
SEC Yield ,—
12-Month Yield ,0.25%
Premium ,—
Expense Ratio,0.440%
Total Assets,6.0 Bil
