,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.38,6.17,-10.82,-16.70,-27.74,-29.72,-14.17,—,—,—,—
Total Return % (NAV),2.06,6.60,-9.82,-18.45,-26.97,-31.49,-13.88,—,—,—,-5.06
+/- Category (NAV),1.71,4.89,-4.19,-9.46,-23.01,-16.62,-14.38,—,—,—,—
+/- Index (NAV),2.70,4.64,-9.02,-21.55,-35.15,-33.08,-20.55,—,—,—,—
