,Values
NAV,"15,056.33"
Open Price,"14,865.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,193.0 / 6,145.9"
Day Range,"14,800.00 – 14,965.00"
Year Range,"13,475.00 – 25,105.00"
SEC Yield ,—
12-Month Yield ,0.25%
Premium ,—
Expense Ratio,0.440%
Total Assets,6.0 Bil
