,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,-25.42,44.26,-14.50,-28.03
Fund (NAV),—,—,—,—,—,—,—,-25.24,44.33,-14.40,-27.49
+/ Category (NAV),—,—,—,—,—,—,—,-9.45,19.07,-8.09,-23.33
+/- Index (Price),—,—,—,—,—,—,—,-18.46,22.85,-15.80,-34.62
Percentile Rank,—,—,—,—,—,—,—,86,23,90,70
# of Funds in Category,—,—,—,—,—,—,45,80,93,100,118
