,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,—,9.57,5.56,-9.41
Fund (NAV),—,—,—,—,—,—,—,—,9.35,5.80,-9.52
+/ Category (NAV),—,—,—,—,—,—,—,—,-13.12,22.47,-4.74
+/- Index (Price),—,—,—,—,—,—,—,—,-22.66,23.20,-10.07
Percentile Rank,—,—,—,—,—,—,—,—,99,1,91
# of Funds in Category,—,—,—,—,—,—,—,"2,012","2,058","2,015","2,325"
