,Values
Sustainability Rate,Low
Percent Rank in Global Category,91%
Historical Sustainability Score,38.04
Global Category,Korea Equity
Portfolio ESG,43.20
Controversy Deduction,4.70
Sustainability Score,38.50
Sustainability Mandate,No
