,Values
NAV,"10,383.67"
Open Price,"10,340.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"252.0 / 30,131.2"
Day Range,"10,315.00 – 10,415.00"
Year Range,"10,085.00 – 13,080.00"
SEC Yield ,—
12-Month Yield ,1.10%
Premium ,—
Expense Ratio,0.500%
Total Assets,14.5 Bil
