,Fund,Cat. Average,Index
Price/Earnings ,8.80,11.02,12.13
Price/Book ,0.99,0.84,0.86
Price/Sales ,0.43,0.53,0.65
Price/Cash Flow ,3.51,3.46,3.66
Dividend Yield % ,2.39,3.08,3.48
Long-Term Earnings % ,15.89,10.07,3.69
Historical Earnings % ,13.73,15.26,14.88
Sales Growth % ,-9.62,11.25,4.89
Cash-Flow Growth % ,-16.60,16.83,15.05
Book-Value Growth % ,-2.11,10.86,8.56
