,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,—,—,-6.17,16.33,-13.35,-5.23
Fund (NAV),—,—,—,—,—,—,—,-6.17,16.99,-13.66,-4.29
+/ Category (NAV),—,—,—,—,—,—,—,-6.86,-5.49,3.02,0.58
+/- Index (Price),—,—,—,—,—,—,—,-19.99,-15.91,4.28,-5.73
Percentile Rank,—,—,—,—,—,—,—,84,84,16,49
# of Funds in Category,—,—,—,—,—,—,"2,103","2,012","2,058","2,015","2,284"
