,Values
NAV,"8,363.16"
Open Price,"8,275.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"19,272.0 / 3,286.1"
Day Range,"8,255.00 – 8,285.00"
Year Range,"8,065.00 – 9,840.00"
SEC Yield ,—
12-Month Yield ,1.71%
Premium ,—
Expense Ratio,0.420%
Total Assets,6.3 Bil
