,Values
NAV,"8,387.13"
Open Price,"8,340.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"32.0 / 4,979.4"
Day Range,"8,330.00 – 8,365.00"
Year Range,"8,065.00 – 9,840.00"
SEC Yield ,—
12-Month Yield ,1.71%
Premium ,—
Expense Ratio,0.420%
Total Assets,6.3 Bil
