,Values
Sustainability Rate,High
Percent Rank in Global Category,7%
Historical Sustainability Score,43.05
Global Category,Korea Equity
Portfolio ESG,46.95
Controversy Deduction,3.56
Sustainability Score,43.39
Sustainability Mandate,No
