,Values
NAV,"17,731.80"
Open Price,"17,545.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,101.0 / 133.7
Day Range,"17,480.00 – 17,600.00"
Year Range,"17,430.00 – 20,615.00"
SEC Yield ,—
12-Month Yield ,1.90%
Premium ,—
Expense Ratio,0.300%
Total Assets,19.4 Bil
