,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.48,-0.57,-6.96,-2.68,-0.11,-8.88,3.46,1.61,—,—,—
Total Return % (NAV),1.02,1.13,-5.80,-3.63,0.45,-9.17,3.70,1.81,—,—,2.58
+/- Category (NAV),0.25,-0.35,1.30,3.15,5.32,3.72,4.74,2.78,—,—,—
+/- Index (NAV),1.02,-0.12,0.40,0.09,-0.04,0.61,-0.68,-0.61,—,—,—
