Sectors,Fund %,Category %
Basic Materials,7.27,8.70
Consumer Cyclical,8.66,13.65
Financial Services,11.42,11.56
Real Estate,0.00,0.29
Communication Services,2.91,2.34
Energy,2.23,1.96
Industrials,4.40,10.46
Technology,51.72,38.20
Consumer Defensive,5.72,6.64
Healthcare,4.27,4.97
Utilities,1.39,1.23
