,Values
NAV,"17,717.11"
Open Price,"17,735.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,100.0 / 134.2
Day Range,"17,650.00 – 17,790.00"
Year Range,"17,430.00 – 20,615.00"
SEC Yield ,—
12-Month Yield ,1.90%
Premium ,—
Expense Ratio,0.300%
Total Assets,19.4 Bil
