,Fund,Cat. Average,Index
Price/Earnings ,8.79,11.02,12.13
Price/Book ,0.88,0.84,0.86
Price/Sales ,0.65,0.53,0.65
Price/Cash Flow ,3.77,3.46,3.66
Dividend Yield % ,3.17,3.08,3.48
Long-Term Earnings % ,12.20,10.07,3.69
Historical Earnings % ,15.51,15.26,14.88
Sales Growth % ,4.77,11.25,4.89
Cash-Flow Growth % ,12.42,16.83,15.05
Book-Value Growth % ,7.42,10.86,8.56
