,Values
NAV,"6,457.49"
Open Price,"6,565.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"13,716.0 / 7,523.5"
Day Range,"6,430.00 – 6,565.00"
Year Range,"5,540.00 – 7,110.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.660%
Total Assets,7.1 Bil
