,Values
NAV,"6,457.49"
Open Price,"6,485.00"
Bid / Ask / Spread,"0.00 / 7,165.00 / 0.00%"
Volume / Avg,"6,642.0 / 7,605.3"
Day Range,"6,485.00 – 6,540.00"
Year Range,"5,540.00 – 7,110.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.660%
Total Assets,7.1 Bil
