,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),0.85,0.77,5.83,2.59,-1.73,7.13,-8.55,—,—,—,—
Total Return % (NAV),1.15,0.82,5.74,2.77,-2.45,6.69,-8.64,—,—,—,-8.39
+/- Category (NAV),—,—,—,—,—,—,—,—,—,—,—
+/- Index (NAV),—,—,—,—,—,—,—,—,—,—,—
