,Values
NAV,"82,279.94"
Open Price,"82,135.00"
Bid / Ask / Spread,"82,160.00 / 0.00 / 0.00%"
Volume / Avg,"1,448.0 / 549.3"
Day Range,"81,765.00 – 82,160.00"
Year Range,"62,800.00 – 82,465.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.400%
Total Assets,8.2 Bil
