,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-0.36,3.46,0.97,7.31,28.35,13.80,6.51,8.33,—,—,—
Total Return % (NAV),-0.02,1.83,1.61,7.16,24.37,15.35,6.53,8.40,—,—,8.61
+/- Category (NAV),0.01,0.99,1.61,3.57,7.28,6.05,2.99,2.69,—,—,—
+/- Index (NAV),0.34,0.15,3.60,5.12,9.13,7.71,2.16,3.29,—,—,—
