,Values
NAV,"82,062.63"
Open Price,"81,830.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"1,675.0 / 632.4"
Day Range,"81,430.00 – 81,830.00"
Year Range,"62,800.00 – 82,465.00"
SEC Yield ,—
12-Month Yield ,0.00%
Premium ,—
Expense Ratio,0.400%
Total Assets,8.2 Bil
