,Fund,Cat. Average,Index
Price/Earnings ,33.44,26.02,17.90
Price/Book ,2.46,1.59,1.36
Price/Sales ,5.02,5.46,3.14
Price/Cash Flow ,7.88,8.16,7.06
Dividend Yield % ,3.95,3.98,4.22
Long-Term Earnings % ,5.90,5.02,7.62
Historical Earnings % ,8.57,9.84,5.60
Sales Growth % ,4.80,2.58,7.90
Cash-Flow Growth % ,13.98,13.04,8.61
Book-Value Growth % ,1.50,1.48,5.56
