,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,YTD
Fund (Price),—,—,—,—,—,27.30,1.32,2.40,10.07,-7.39,27.21
Fund (NAV),—,—,—,—,—,27.70,1.42,2.21,10.46,-4.52,24.04
+/ Category (NAV),—,—,—,—,—,6.79,-0.73,2.99,4.90,0.83,7.43
+/- Index (Price),—,—,—,—,—,13.14,3.01,-1.55,-6.04,0.61,12.92
Percentile Rank,—,—,—,—,—,4,49,3,1,33,1
# of Funds in Category,—,—,—,—,26,31,38,41,45,44,55
