,Values
Sustainability Rate,Average
Percent Rank in Global Category,40%
Historical Sustainability Score,41.75
Global Category,Korea Equity
Portfolio ESG,52.17
Controversy Deduction,10.30
Sustainability Score,41.87
Sustainability Mandate,No
