Sectors,Fund %,Category %
Basic Materials,13.10,14.98
Consumer Cyclical,11.56,13.69
Financial Services,20.41,11.15
Real Estate,0.00,0.94
Communication Services,0.00,3.25
Energy,5.46,1.70
Industrials,0.00,14.20
Technology,46.08,22.99
Consumer Defensive,3.39,9.77
Healthcare,0.00,4.45
Utilities,0.00,2.88
