,Values
NAV,"10,054.37"
Open Price,"9,930.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"132,926.0 / 201,433.2"
Day Range,"9,890.00 – 10,020.00"
Year Range,"9,870.00 – 11,060.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.180%
Total Assets,219.7 Bil
