,Values
NAV,"10,054.37"
Open Price,"10,095.00"
Bid / Ask / Spread,0.00 / 0.00 / 0.00%
Volume / Avg,"102.0 / 196,370.5"
Day Range,"10,005.00 – 10,120.00"
Year Range,"9,870.00 – 11,060.00"
SEC Yield ,—
12-Month Yield ,—
Premium ,—
Expense Ratio,0.180%
Total Assets,219.7 Bil
