,1-Day,1-Week,1-Month,3-Month,YTD,1-Year,3-Year,5-Year,10-Year,15-Year,Since Inception
Total Return % (Price),-1.15,-0.25,-6.73,-3.18,—,—,—,—,—,—,—
Total Return % (NAV),0.48,-1.15,-5.65,-2.80,—,—,—,—,—,—,-1.10
+/- Category (NAV),0.55,-0.94,1.22,4.50,—,—,—,—,—,—,—
+/- Index (NAV),0.25,-0.84,1.32,4.41,—,—,—,—,—,—,—
